#ccds	gene	gene_id	ccds_status	attribute
CCDS59225.2	OTOG	340990	Public	Inferred exon combination
CCDS59242.1	DAOA	267012	Public	Nonsense-mediated decay (NMD) candidate
CCDS59248.1	POTEB2	100287399	Public	Inferred exon combination
CCDS59252.1	GOLGA8O	728047	Public	Inferred exon combination
CCDS59262.1	NPIPA3	642778	Public	Inferred exon combination
CCDS59263.1	NPIPA2	642799	Public	Inferred exon combination
CCDS59291.1	G6PC1	2538	Public	CDS uses downstream AUG
CCDS59355.1	RTBDN	83546	Reviewed, update pending	CDS uses downstream AUG
CCDS59360.1	C19orf67	646457	Public	Inferred exon combination
CCDS59402.1	SELENOW	6415	Public	CDS uses downstream AUG
CCDS59402.1	SELENOW	6415	Public	Contains selenocysteine
CCDS59416.1	SIGLEC12	89858	Public	Polymorphic pseudogene
CCDS59419.1	ERVV-1	147664	Public	Endogenous retrovirus
CCDS59420.1	ERVV-2	100271846	Public	Endogenous retrovirus
CCDS59435.1	TTN	7273	Public	Inferred exon combination
CCDS59965.1	TP73	7161	Public	Inferred exon combination
CCDS60080.1	A3GALT2	127550	Public	Inferred exon combination
CCDS60082.1	CSMD2	114784	Public	Nonsense-mediated decay (NMD) candidate
CCDS60396.1	MDM4	4194	Public	Nonsense-mediated decay (NMD) candidate
CCDS60538.1	JMJD1C	221037	Public	Inferred exon combination
CCDS60547.1	CCAR1	55749	Public	Inferred exon combination
CCDS60929.1	TRIM77	390231	Public	Inferred exon combination
CCDS60945.1	YAP1	10413	Public	Inferred exon combination
CCDS61109.1	CCNT1	904	Public	Nonsense-mediated decay (NMD) candidate
CCDS61403.1	PPP1R3E	90673	Public	Nonsense-mediated decay (NMD) candidate
CCDS61495.1	DPF3	8110	Public	Nonsense-mediated decay (NMD) candidate
CCDS61496.1	DPF3	8110	Public	Nonsense-mediated decay (NMD) candidate
CCDS61574.1	GOLGA8J	653073	Public	Inferred exon combination
CCDS61575.1	GOLGA8R	101059918	Public	Inferred exon combination
CCDS61576.1	GOLGA8H	728498	Public	Inferred exon combination
CCDS61999.1	PKD1L2	114780	Public	Polymorphic pseudogene
CCDS62640.1	UPK1A	11045	Public	CDS uses downstream AUG
CCDS62802.1	LILRA1	11024	Public	CDS uses downstream AUG
CCDS62803.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS62877.1	ATRAID	51374	Public	CDS uses downstream AUG
CCDS63395.1	ADA2	51816	Public	Inferred exon combination
CCDS63563.1	BTD	686	Reviewed, update pending	CDS uses downstream AUG
CCDS63564.1	BTD	686	Reviewed, update pending	CDS uses downstream AUG
CCDS63633.1	QARS1	5859	Public	CDS uses downstream AUG
CCDS64066.1	MGAT4D	152586	Public	Inferred exon combination
CCDS64595.1	ICA1	3382	Public	CDS uses downstream AUG
CCDS64663.1	VKORC1L1	154807	Public	CDS uses downstream AUG
CCDS65020.1	IZUMO3	100129669	Public	Inferred exon combination
CCDS65197.1	TMEM210	100505993	Public	Inferred exon combination
CCDS65277.1	HEPH	9843	Under review, update	CDS uses downstream AUG
CCDS66191.1	CCDC90B	60492	Under review, update	CDS uses downstream AUG
CCDS67439.1	ANKRD62	342850	Public	Inferred exon combination
CCDS69299.1	IKZF1	10320	Public	Inferred exon combination
CCDS72690.1	PRXL2B	127281	Reviewed, update pending	CDS uses downstream AUG
CCDS72691.1	PRXL2B	127281	Reviewed, update pending	CDS uses downstream AUG
CCDS72856.1	NBPF20	100288142	Public	Inferred exon combination
CCDS72928.1	KCNN3	3782	Public	Inferred exon combination
CCDS73007.1	MDM4	4194	Public	Nonsense-mediated decay (NMD) candidate
CCDS73134.1	PCDH15	65217	Public	Inferred exon combination
CCDS73135.1	PCDH15	65217	Public	Inferred exon combination
CCDS73136.1	PCDH15	65217	Public	Inferred exon combination
CCDS73137.1	PCDH15	65217	Public	Inferred exon combination
CCDS73138.1	PCDH15	65217	Public	Inferred exon combination
CCDS73210.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS73251.1	OVCH2	341277	Public	CDS uses downstream AUG
CCDS73287.1	TRIM64C	646754	Public	Inferred exon combination
CCDS73308.1	SLC22A24	283238	Public	Inferred exon combination
CCDS73363.1	TRIM64	120146	Public	Inferred exon combination
CCDS73376.1	ALKBH8	91801	Under review, update	CDS uses downstream AUG
CCDS73407.1	OR8G1	26494	Public	Polymorphic pseudogene
CCDS73433.1	PEX5	5830	Under review, update	CDS uses downstream AUG
CCDS73501.1	PTPRQ	374462	Public	Inferred exon combination
CCDS73583.1	BORA	79866	Reviewed, update pending	CDS uses downstream AUG
CCDS73602.1	F7	2155	Public	CDS uses downstream AUG
CCDS73609.1	POTEM	641455	Public	Inferred exon combination
CCDS73628.1	GPR33	2856	Public	Polymorphic pseudogene
CCDS73699.1	GOLGA6L1	283767	Public	Inferred exon combination
CCDS73774.1	GOLGA6L4	643707	Public	Inferred exon combination
CCDS73853.1	CLN3	1201	Public	Nonsense-mediated decay (NMD) candidate
CCDS73909.1	COG4	25839	Reviewed, update pending	CDS uses downstream AUG
CCDS73963.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73964.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73964.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73965.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73965.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73967.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73968.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73969.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73970.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73970.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73971.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73971.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73996.1	FBXW10B	374286	Public	Inferred exon combination
CCDS74039.1	TBC1D3I	102724862	Public	Inferred exon combination
CCDS74042.1	TBC1D3K	101060351	Public	Inferred exon combination
CCDS74141.1	KCNJ16	3773	Under review, update	CDS uses downstream AUG
CCDS74173.1	BAHCC1	57597	Under review, update	Inferred exon combination
CCDS74187.1	CLUL1	27098	Under review, update	CDS uses downstream AUG
CCDS74276.1	PRR36	80164	Public	Inferred exon combination
CCDS74385.1	PINLYP	390940	Reviewed, update pending	CDS uses downstream AUG
CCDS74446.1	TSEN34	79042	Under review, update	CDS uses downstream AUG
CCDS74457.1	SBK3	100130827	Public	Inferred exon combination
CCDS74542.1	NEURL3	93082	Public	Inferred exon combination
CCDS74557.1	SH3RF3	344558	Public	Inferred exon combination
CCDS74560.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS74610.1	TTN	7273	Public	Inferred exon combination
CCDS74631.2	KIAA2012	100652824	Public	Inferred exon combination
CCDS74750.1	PTK6	5753	Public	Nonsense-mediated decay (NMD) candidate
CCDS74780.1	KRTAP7-1	337878	Public	Polymorphic pseudogene
CCDS74795.1	B3GALT5	10317	Public	Inferred exon combination
CCDS74796.1	MX1	4599	Public	Inferred exon combination
CCDS74808.1	POTEH	23784	Public	Inferred exon combination
CCDS74861.1	CBY1	25776	Under review, update	CDS uses downstream AUG
CCDS74865.1	MRTFA	57591	Reviewed, update pending	Non-AUG initiation codon
CCDS74866.1	MRTFA	57591	Reviewed, update pending	Non-AUG initiation codon
CCDS74991.1	CD86	942	Public	Inferred exon combination
CCDS75047.1	SERPINI2	5276	Under review, update	CDS uses downstream AUG
CCDS75092.1	CFAP99	402160	Public	Inferred exon combination
CCDS75169.1	MTTP	4547	Under review, update	CDS uses downstream AUG
CCDS75327.1	PCDHA12	56137	Public	CDS uses downstream AUG
CCDS75425.1	EHMT2	10919	Public	CDS uses downstream AUG
CCDS75447.1	DNAH8	1769	Public	Inferred exon combination
CCDS75520.1	TAAR9	134860	Public	Polymorphic pseudogene
CCDS75563.1	ZNF316	100131017	Public	Inferred exon combination
CCDS75577.1	ITPRID1	223075	Under review, update	CDS uses downstream AUG
CCDS75597.1	IKZF1	10320	Public	Inferred exon combination
CCDS75615.1	ABHD11	83451	Under review, update	CDS uses downstream AUG
CCDS75616.1	ELN	2006	Public	Inferred exon combination
CCDS75637.1	PEG10	23089	Public	Non-AUG initiation codon
CCDS75829.1	DNAI1	27019	Public	Inferred exon combination
CCDS75932.1	COL5A1	1289	Public	Inferred exon combination
CCDS75949.1	ARSL	415	Reviewed, update pending	CDS uses downstream AUG
CCDS75958.1	AP1S2	8905	Public	CDS uses downstream AUG
CCDS75965.1	DMD	1756	Public	CDS uses downstream AUG
CCDS76006.1	FRMPD3	84443	Public	Inferred exon combination
CCDS76062.1	DKC1	1736	Public	Nonsense-mediated decay (NMD) candidate
CCDS76109.1	PRAMEF14	729528	Public	Inferred exon combination
CCDS76177.1	SELENOF	9403	Public	Contains selenocysteine
CCDS76178.1	SELENOF	9403	Public	Contains selenocysteine
CCDS76180.1	CCDC18	343099	Public	Inferred exon combination
CCDS76201.1	PPIAL4E	730262	Public	Inferred exon combination
CCDS76206.1	NBPF10	100132406	Public	Inferred exon combination
CCDS76216.1	OAZ3	51686	Public	Ribosomal slippage (translational frameshift)
CCDS76271.1	RNF187	149603	Public	Non-AUG initiation codon
CCDS76369.1	MUC5AC	4586	Public	Inferred exon combination
CCDS76390.1	OTOG	340990	Public	CDS uses downstream AUG
CCDS76390.1	OTOG	340990	Public	Inferred exon combination
CCDS76439.1	ACTN3	89	Public	Polymorphic pseudogene
CCDS76577.1	MYRFL	196446	Public	Inferred exon combination
CCDS76588.1	CFAP54	144535	Public	Inferred exon combination
CCDS76897.1	NPIPB15	440348	Public	Inferred exon combination
CCDS77130.1	TSPAN10	83882	Under review, update	CDS uses downstream AUG
CCDS77196.1	SERPINB11	89778	Public	Polymorphic pseudogene
CCDS77214.1	OAZ1	4946	Public	Ribosomal slippage (translational frameshift)
CCDS77433.1	FOXI3	344167	Public	CDS uses downstream AUG
CCDS77438.1	FER1L5	90342	Public	Inferred exon combination
CCDS77654.1	LRRC74B	400891	Public	Inferred exon combination
CCDS77810.1	TXNRD3	114112	Public	Contains selenocysteine
CCDS77810.1	TXNRD3	114112	Public	Non-AUG initiation codon
CCDS77811.1	TXNRD3	114112	Public	Contains selenocysteine
CCDS77811.1	TXNRD3	114112	Public	Non-AUG initiation codon
CCDS77867.1	THPO	7066	Public	CDS uses downstream AUG
CCDS77925.1	UGT2A1	10941	Public	Inferred exon combination
CCDS77990.1	DUX4	100288687	Public	Nonsense-mediated decay (NMD) candidate
CCDS78004.1	SLC1A3	6507	Public	Inferred exon combination
CCDS78029.1	DHFR	1719	Public	CDS uses downstream AUG
CCDS78126.1	BTNL2	56244	Public	Inferred exon combination
CCDS78262.1	MUC3A	4584	Public	Inferred exon combination
CCDS78264.1	SH2B2	10603	Under review, update	CDS uses downstream AUG
CCDS78281.1	MGAM2	93432	Public	Inferred exon combination
CCDS78288.1	IQCA1L	392843	Public	Inferred exon combination
CCDS78299.1	USP17L4	645402	Public	Inferred exon combination
CCDS78300.1	USP17L8	392188	Public	Inferred exon combination
CCDS78301.1	USP17L3	645836	Public	Inferred exon combination
CCDS78317.1	R3HCC1	203069	Public	Non-AUG initiation codon
CCDS78400.1	SPATA31A3	727830	Public	Inferred exon combination
CCDS81378.1	OAZ3	51686	Public	Non-AUG initiation codon
CCDS81378.1	OAZ3	51686	Public	Ribosomal slippage (translational frameshift)
CCDS81411.1	PRG4	10216	Public	Inferred exon combination
CCDS81472.1	CDH23	64072	Public	CDS uses downstream AUG
CCDS81473.1	CDH23	64072	Public	CDS uses downstream AUG
CCDS81515.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS81615.1	IZUMO1R	390243	Public	CDS uses downstream AUG
CCDS81644.1	CHEK1	1111	Under review, update	CDS uses downstream AUG
CCDS81705.1	ARHGAP9	64333	Reviewed, update pending	CDS uses downstream AUG
CCDS81889.1	BNIP2	663	Under review, update	CDS uses downstream AUG
CCDS81937.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS81938.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS81939.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS81941.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS81953.1	CLEC19A	728276	Public	Inferred exon combination
CCDS82010.1	HP	3240	Public	CDS uses downstream AUG
CCDS82072.1	GSG1L2	644070	Public	Inferred exon combination
CCDS82096.1	RAB34	83871	Public	Nonsense-mediated decay (NMD) candidate
CCDS82409.1	ZNF418	147686	Public	Nonsense-mediated decay (NMD) candidate
CCDS82410.1	ZNF418	147686	Public	Nonsense-mediated decay (NMD) candidate
CCDS82515.1	THSD7B	80731	Public	Inferred exon combination
CCDS82764.1	FAM240A	100132146	Reviewed, update pending	CDS uses downstream AUG
CCDS82854.1	AGTR1	185	Under review, withdrawal	CDS uses downstream AUG
CCDS82855.1	AGTR1	185	Under review, withdrawal	CDS uses downstream AUG
CCDS82855.1	AGTR1	185	Under review, withdrawal	Inferred exon combination
CCDS82914.1	CCDC149	91050	Under review, update	CDS uses downstream AUG
CCDS82942.1	GIMD1	100507096	Public	CDS uses downstream AUG
CCDS83022.1	CCDC192	728586	Under review, update	CDS uses downstream AUG
CCDS83141.1	SOD2	6648	Public	CDS uses downstream AUG
CCDS83464.1	CFAP47	286464	Public	Inferred exon combination
CCDS83488.1	TEX13C	100129520	Public	Inferred exon combination
CCDS83509.1	OPN1MW3	101060233	Public	Inferred exon combination
CCDS85927.1	PRAMEF13	400736	Public	Inferred exon combination
CCDS85928.1	PRAMEF33	645382	Public	Inferred exon combination
CCDS85967.1	KLF18	105378952	Public	Inferred exon combination
CCDS85971.1	TMEM275	105378696	Public	Inferred exon combination
CCDS85993.1	SPATA1	100505741	Reviewed, update pending	CDS uses downstream AUG
CCDS86062.1	VN1R5	317705	Public	Polymorphic pseudogene
CCDS86081.1	CCDC7	79741	Public	Inferred exon combination
CCDS86081.1	CCDC7	79741	Public	Nonsense-mediated decay (NMD) candidate
CCDS86083.1	ZNF248	57209	Public	Nonsense-mediated decay (NMD) candidate
CCDS86084.1	ZNF487	642819	Under review, update	CDS uses downstream AUG
CCDS86100.1	CDH23	64072	Public	CDS uses downstream AUG
CCDS86133.1	ANKRD2	26287	Public	CDS uses downstream AUG
CCDS86134.1	ANKRD2	26287	Public	CDS uses downstream AUG
CCDS86173.1	OR52E1	79296	Public	Polymorphic pseudogene
CCDS86201.1	OR4C5	79346	Public	Polymorphic pseudogene
CCDS86202.1	OR4C45	403257	Public	Polymorphic pseudogene
CCDS86204.1	GLYATL1B	100287520	Public	Inferred exon combination
CCDS86232.1	AAMDC	28971	Under review, update	CDS uses downstream AUG
CCDS86367.1	OR4Q2	390432	Candidate	Polymorphic pseudogene
CCDS86368.1	OR11H7	390441	Public	Polymorphic pseudogene
CCDS86371.1	OR6J1	79549	Public	Polymorphic pseudogene
CCDS86397.1	LRRC9	341883	Public	Inferred exon combination
CCDS86402.1	CCDC196	440184	Public	Inferred exon combination
CCDS86437.1	GOLGA8F	100132565	Under review, update	CDS uses downstream AUG
CCDS86506.1	NPIPA5	100288332	Public	Inferred exon combination
CCDS86591.1	SLFN12L	100506736	Under review, update	CDS uses downstream AUG
CCDS86642.1	TK1	7083	Public	CDS uses downstream AUG
CCDS86643.1	TK1	7083	Public	CDS uses downstream AUG
CCDS86647.1	PVALEF	388428	Public	Inferred exon combination
CCDS86657.1	TUBB8B	260334	Public	Inferred exon combination
CCDS86703.1	ELOF1	84337	Under review, update	CDS uses downstream AUG
CCDS86824.1	MFSD2B	388931	Public	Inferred exon combination
CCDS86862.1	C2orf92	728537	Public	Inferred exon combination
CCDS86924.1	EPHA4	2043	Public	Nonsense-mediated decay (NMD) candidate
CCDS86996.1	GGTLC3	728226	Public	Inferred exon combination
CCDS86998.1	TXNRD2	10587	Public	Contains selenocysteine
CCDS86998.1	TXNRD2	10587	Public	Nonsense-mediated decay (NMD) candidate
CCDS86999.1	TXNRD2	10587	Public	Contains selenocysteine
CCDS86999.1	TXNRD2	10587	Public	Nonsense-mediated decay (NMD) candidate
CCDS87001.1	TXNRD2	10587	Public	Contains selenocysteine
CCDS87010.1	GSTT2B	653689	Public	Polymorphic pseudogene
CCDS87011.1	GSTT4	25774	Public	CDS uses downstream AUG
CCDS87046.1	PPARG	5468	Under review, update	CDS uses downstream AUG
CCDS87052.1	BTD	686	Under review, update	CDS uses downstream AUG
CCDS87077.1	GPX1	2876	Public	Contains selenocysteine
CCDS87078.1	GPX1	2876	Public	Contains selenocysteine
CCDS87208.1	FAM90A26	100287045	Public	Inferred exon combination
CCDS87294.1	DNAJC21	134218	Public	CDS uses downstream AUG
CCDS87367.1	ATXN1	6310	Public	Nonsense-mediated decay (NMD) candidate
CCDS87377.1	OR2J1	442185	Public	Polymorphic pseudogene
CCDS87378.1	OR12D1	26530	Candidate	Polymorphic pseudogene
CCDS87384.1	EHMT2	10919	Public	CDS uses downstream AUG
CCDS87458.1	SYNE1	23345	Public	Inferred exon combination
CCDS87503.1	GRB10	2887	Reviewed, update pending	CDS uses downstream AUG
CCDS87513.1	SPDYE16	102723555	Public	Inferred exon combination
CCDS87558.1	OR10AC1	392133	Candidate	Polymorphic pseudogene
CCDS87572.1	DLGAP2	9228	Public	Inferred exon combination
CCDS87593.1	TEX15	56154	Public	Inferred exon combination
CCDS87627.1	MYC	4609	Public	Non-AUG initiation codon
CCDS87751.1	NBDY	550643	Public	Nonsense-mediated decay (NMD) candidate
CCDS87755.1	AR	367	Public	Nonsense-mediated decay (NMD) candidate
CCDS87758.1	LOC101059915	101059915	Public	Inferred exon combination
CCDS87773.1	TEX13D	100132015	Public	Inferred exon combination
CCDS87780.1	SMIM10L2B	644596	Public	Nonsense-mediated decay (NMD) candidate
